Match_name,Date,Chance,Ifortuna,Synot,Tipsport
Turecko 2021,2021-09-05 13:00:00,1.052668638219969,0,1.081207948677828,1.052668638219969
Polsko 2021,2021-09-05 13:00:00,0,1.0852130325814535,0,0
Estonsko - Nemecko,2021-09-05 15:00:00,1.0527206566810527,1.0531135531135531,1.0764303447230277,1.0527206566810527
Brazilie - Argentina,2021-09-05 15:00:00,1.0990017400860885,0,0,1.0990017400860885
Cesko - Bulharsko,2021-09-05 16:00:00,1.0525168882109392,0,1.0785515320334262,1.0525168882109392
Rusko - Finsko,2021-09-05 16:30:00,1.0525629320464327,1.051948051948052,1.0792434903951782,1.0525629320464327
Portugalsko - Ukrajina,2021-09-05 17:30:00,1.052657407861805,1.0521235521235521,1.0830606202275208,1.052657407861805
Francie - Chorvatsko,2021-09-05 18:00:00,1.0524475524475523,1.0523809523809524,1.0841240695334748,1.0524475524475523
Kolumbie - Chile,2021-09-05 18:00:00,1.0985074626865672,1.0772566472669176,0,1.0985074626865672
Italie - Cerna Hora,2021-09-05 19:00:00,1.0524475524475523,0,1.0839959583534684,1.0524475524475523
Recko - Polsko,2021-09-05 20:30:00,1.05259900990099,0,1.0822649085185017,1.05259900990099
Lotyssko - Slovensko,2021-09-06 16:00:00,1.0526315789473684,0,0,1.0526315789473684
Slovinsko - Belorusko,2021-09-06 19:00:00,1.052668638219969,1.051948051948052,0,1.052668638219969
